StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q2,Q10 CONTROL,Q11 SPLIT,Q12 FREE ALLOCATION_1,Q12 FREE ALLOCATION_2,Q12 FREE ALLOCATION_5,Q14,Q44,Q29,Q30,Q51,Q52,Q52_4_TEXT,Q50,Q3,Q24 Sharma/Morwitz,Q15,Q16,Q17,Q25,Q26,Q46,Q47,Q48,Q49,Q39,Q40,Q41,Q42,Q20,Q21,Q22,Q23,Q27_1,Q28_1,Q28_2,Q28_3,PROLIFIC_PID,AMF
2024-02-29 17:04:56,2024-02-29 17:08:08,IP Address,70.95.205.55,100,191,True,2024-02-29 17:08:08,R_7HYdhjsaxmTaVUI,,,,,32.9167,-117.0903,anonymous,EN,1,YES,,,34,33,33,0,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Male,,Asian,5f285b4b752ca7152bcc0999,-,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,25,20,20,20,5f285b4b752ca7152bcc0999,Against Malaria Foundation
2024-02-29 17:01:30,2024-02-29 17:09:00,IP Address,99.39.140.30,100,449,True,2024-02-29 17:09:00,R_3VIaGWq0USje5a1,,,,,42.3888,-83.1895,anonymous,EN,0.8999999761581421,YES,,,15,10,75,50,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Female,,White or Caucasian,629e1261dc860cbee1a8be12,Very much so,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,100,67,63,100,629e1261dc860cbee1a8be12,Against Malaria Foundation
2024-02-29 17:01:40,2024-02-29 17:09:12,IP Address,24.142.64.210,100,452,True,2024-02-29 17:09:12,R_5q3Q1iYGiVJPFOh,,,,,29.9029,-96.8882,anonymous,EN,1,YES,,,0,100,0,50,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Male,,"White or Caucasian,American Indian/Native American or Alaska Native",63227e665f6a074772298b83,-,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,,,82,81,,,63227e665f6a074772298b83,Against Malaria Foundation
2024-02-29 17:06:25,2024-02-29 17:09:23,IP Address,76.130.99.64,100,177,True,2024-02-29 17:09:23,R_72jKkFqHMXuUv3b,,,,,40.4102,-104.7584,anonymous,EN,0.8999999761581421,YES,Donate all to United to Beat Malaria,,,,,100,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Female,,White or Caucasian,5f4f29b8c154ed17df64546b,-,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,,,,,,,,,75,,,75,5f4f29b8c154ed17df64546b,Against Malaria Foundation
2024-02-29 17:06:09,2024-02-29 17:09:25,IP Address,75.162.110.246,100,195,True,2024-02-29 17:09:25,R_7SdDpOIllGuBnc5,,,,,41.6244,-93.6694,anonymous,EN,1,YES,,Split donation equally among the three charities,,,,0,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",45-54 years old,Female,,White or Caucasian,6500d8aa867929d3051bcb15,Not at all,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,0,52,51,53,6500d8aa867929d3051bcb15,Against Malaria Foundation
2024-02-29 17:05:24,2024-02-29 17:09:35,IP Address,173.30.18.144,100,251,True,2024-02-29 17:09:36,R_7URX12uEzfVMuNX,,,,,41.5369,-93.6219,anonymous,EN,1,YES,,Donate all to The Malaria Consortium,,,,10,Slightly important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Female,,White or Caucasian,5b9dd322f074140001050095,-,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,,,,,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,,,,,55,59,,,5b9dd322f074140001050095,Against Malaria Foundation
2024-02-29 17:06:18,2024-02-29 17:09:43,IP Address,153.33.56.25,100,205,True,2024-02-29 17:09:44,R_6NSg26uZkyVWpFL,,,,,28.5879,-81.2264,anonymous,EN,0.8999999761581421,YES,Donate all to Against Malaria Foundation,,,,,50,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",18-24 years old,Female,,Black or African American,5eea9699ab4f5c1bcbffa983,-,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,,,,,,,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,25,,41,,5eea9699ab4f5c1bcbffa983,Against Malaria Foundation
2024-02-29 17:07:07,2024-02-29 17:09:48,IP Address,98.118.105.29,100,160,True,2024-02-29 17:09:48,R_6p2Ug0YJFblQ472,,,,,42.4178,-71.1134,anonymous,EN,1,YES,Donate all to Against Malaria Foundation,,,,,50,Extremely important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",55-64 years old,Female,,Asian,5e8b32ec2c33ae7f20a0b401,Very much so,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100,,100,,5e8b32ec2c33ae7f20a0b401,Against Malaria Foundation
2024-02-29 17:07:01,2024-02-29 17:10:04,IP Address,136.54.103.186,100,183,True,2024-02-29 17:10:05,R_5l4dRupUt8Zb1B1,,,,,35.8964,-78.7115,anonymous,EN,0.8999999761581421,YES,Donate all to The Malaria Consortium,,,,,5,Not at all important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Male,,White or Caucasian,5befb6e27c387400016983bf,-,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,,,,,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,,,,,65,65,,,5befb6e27c387400016983bf,Against Malaria Foundation
2024-02-29 17:02:58,2024-02-29 17:10:20,IP Address,69.112.240.212,100,442,True,2024-02-29 17:10:21,R_70ukwzjoOE55wT7,,,,,40.7606,-72.9844,anonymous,EN,1,YES,,,25,50,25,50,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",45-54 years old,Female,,White or Caucasian,6413599d52dc6500b2430165,-,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,70,51,60,53,6413599d52dc6500b2430165,Against Malaria Foundation
2024-02-29 17:06:15,2024-02-29 17:10:25,IP Address,47.218.33.244,100,249,True,2024-02-29 17:10:25,R_67Mvv5JNYxFTPix,,,,,30.5478,-96.2715,anonymous,EN,1,YES,,Donate all to United to Beat Malaria,,,,10,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Male,,Black or African American,60fcd954f5ff1656599b53c9,-,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,,,,,,,,,98,,,100,60fcd954f5ff1656599b53c9,Against Malaria Foundation
2024-02-29 17:07:15,2024-02-29 17:10:41,IP Address,69.150.101.215,100,206,True,2024-02-29 17:10:41,R_6rdbmsdp3IhvNq5,,,,,36.0711,-86.7196,anonymous,EN,0.800000011920929,YES,Donate all to United to Beat Malaria,,,,,95,Extremely important,$100 Prolific bonus,"No, when I made my decision I did not believe that my decision could have consequences involving real money",25-34 years old,Male,,White or Caucasian,5ce36fd645ff250001244987,-,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,,,,,,,,,89,,,90,5ce36fd645ff250001244987,Against Malaria Foundation
2024-02-29 17:06:51,2024-02-29 17:10:55,IP Address,107.77.192.129,100,244,True,2024-02-29 17:10:56,R_1JhkSqSqQD1s6LY,,,,,42.4261,-83.2514,anonymous,EN,0.8999999761581421,YES,,,0,0,100,25,Slightly important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Female,,White or Caucasian,607335a810ca68636e4172b7,-,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,,,,,,,,,69,,,75,607335a810ca68636e4172b7,Against Malaria Foundation
2024-02-29 17:04:52,2024-02-29 17:10:59,IP Address,74.78.213.121,100,367,True,2024-02-29 17:11:00,R_6snXeq7S0xL7hBz,,,,,43.1061,-75.2336,anonymous,EN,1,YES,Donate all to Against Malaria Foundation,,,,,50,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",55-64 years old,Female,,White or Caucasian,5da0a1d4306a2f001961d205,-,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,,,,,,,,,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,80,,85,,5da0a1d4306a2f001961d205,Against Malaria Foundation
2024-02-29 17:07:36,2024-02-29 17:11:10,IP Address,73.141.153.11,100,213,True,2024-02-29 17:11:10,R_7fhkdUODUW4S7aF,,,,,39.9945,-75.1648,anonymous,EN,1,YES,,,33,34,33,0,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Male,,White or Caucasian,5f6aacb57829231956ac4fdc,Not at all,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,20,10,10,10,5f6aacb57829231956ac4fdc,Against Malaria Foundation
2024-02-29 16:49:30,2024-02-29 17:11:11,IP Address,172.59.97.68,100,1300,True,2024-02-29 17:11:11,R_5zM1hywTWQxIVih,,,,,43.1166,-87.9904,anonymous,EN,1,YES,,Split donation equally among the three charities,,,,0,Slightly important,$40 Paypal bonus,"No, when I made my decision I did not believe that my decision could have consequences involving real money",25-34 years old,Male,,Black or African American,636182d3f52ff78fc3f7de50,-,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,49,24,29,30,636182d3f52ff78fc3f7de50,Against Malaria Foundation
2024-02-29 17:05:29,2024-02-29 17:11:12,IP Address,69.140.170.23,100,343,True,2024-02-29 17:11:13,R_63mxh7ZVF6uTJ5S,,,,,38.6397,-75.6047,anonymous,EN,1,YES,Donate all to United to Beat Malaria,,,,,0,Extremely important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Female,,White or Caucasian,5e8601d90126b207e8c7a2aa,-,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,,,,,,,,,0,,,0,5e8601d90126b207e8c7a2aa,Against Malaria Foundation
2024-02-29 17:08:22,2024-02-29 17:11:22,IP Address,100.2.16.85,100,180,True,2024-02-29 17:11:23,R_7NVVndxbdAfmPnE,,,,,40.7809,-73.9502,anonymous,EN,1,YES,Donate all to Against Malaria Foundation,,,,,30,Moderately important,$40 Paypal bonus,"No, when I made my decision I did not believe that my decision could have consequences involving real money",18-24 years old,Male,,Asian,60d11f2e1a4755b309e536d7,-,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,,,,,,,,,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,44,,40,,60d11f2e1a4755b309e536d7,Against Malaria Foundation
2024-02-29 17:07:53,2024-02-29 17:11:27,IP Address,71.93.150.172,100,213,True,2024-02-29 17:11:27,R_1YE6XsehRHBvbQD,,,,,34.1059,-117.5859,anonymous,EN,1,YES,,,40,0,60,0,Slightly important,$100 Prolific bonus,"No, when I made my decision I did not believe that my decision could have consequences involving real money",25-34 years old,Male,,Asian,65d6af2397543519d98f2498,Not at all,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,,,,,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,10,,40,20,65d6af2397543519d98f2498,Against Malaria Foundation
2024-02-29 17:07:46,2024-02-29 17:11:31,IP Address,166.199.148.107,100,225,True,2024-02-29 17:11:32,R_19gdnBZRyiGDOCs,,,,,33.3792,-86.6969,anonymous,EN,1,YES,,Split donation equally among the three charities,,,,100,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Female,,White or Caucasian,655ffefb7419ddfad7b18637,-,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,86,57,56,57,655ffefb7419ddfad7b18637,Against Malaria Foundation
2024-02-29 16:59:51,2024-02-29 17:11:38,IP Address,75.202.5.69,100,706,True,2024-02-29 17:11:38,R_1Us9U8TW7vh3py9,,,,,45.4804,-122.5891,anonymous,EN,1,YES,,Split donation equally among the three charities,,,,80,Extremely important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Female,,Black or African American,5fa04f87861aca05fab63ece,Very much so,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100,100,100,100,5fa04f87861aca05fab63ece,Against Malaria Foundation
2024-02-29 17:06:40,2024-02-29 17:11:49,IP Address,174.240.145.254,100,308,True,2024-02-29 17:11:49,R_5opaMwweEjINUCy,,,,,42.3313,-83.4656,anonymous,EN,0.8999999761581421,YES,,,35,35,30,100,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",18-24 years old,Female,,White or Caucasian,5eab982f20164317c1b18853,-,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,100,100,100,70,5eab982f20164317c1b18853,Against Malaria Foundation
2024-02-29 17:08:18,2024-02-29 17:11:51,IP Address,130.45.104.221,100,212,True,2024-02-29 17:11:51,R_6Q414KRuH3O3Wy6,,,,,31.5095,-97.2303,anonymous,EN,0.8999999761581421,YES,,Donate all to Against Malaria Foundation,,,,50,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",55-64 years old,Male,,White or Caucasian,60c969c12749ced10866921d,-,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,,,100,,60c969c12749ced10866921d,Against Malaria Foundation
2024-02-29 17:08:27,2024-02-29 17:11:58,IP Address,174.194.128.113,100,210,True,2024-02-29 17:11:59,R_641c0UpN3wz1zox,,,,,37.78,-122.465,anonymous,EN,1,YES,,Split donation equally among the three charities,,,,15,Slightly important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Female,,Asian,65d53085794e617217d43942,-,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,18,22,30,0,65d53085794e617217d43942,Against Malaria Foundation
2024-02-29 17:07:34,2024-02-29 17:12:14,IP Address,67.48.139.56,100,279,True,2024-02-29 17:12:14,R_3ho2ILkUlpIu3LY,,,,,26.2823,-98.1825,anonymous,EN,1,YES,Donate all to The Malaria Consortium,,,,,1,Not at all important,$100 Prolific bonus,"No, when I made my decision I did not believe that my decision could have consequences involving real money",25-34 years old,Male,,Prefer not to say,5e455faf462e0802d9d9c3e2,Not at all,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,50,50,,,5e455faf462e0802d9d9c3e2,Against Malaria Foundation
2024-02-29 17:07:31,2024-02-29 17:12:27,IP Address,12.75.114.137,100,295,True,2024-02-29 17:12:27,R_7tUr183Ptwqe1Hz,,,,,27.959,-82.4938,anonymous,EN,0.8999999761581421,YES,,,5,75,20,0,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Male,,White or Caucasian,6574af22de574dcc620a9b60,Not at all,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,50,1,1,1,6574af22de574dcc620a9b60,Against Malaria Foundation
2024-02-29 17:08:33,2024-02-29 17:12:45,IP Address,76.14.108.132,100,252,True,2024-02-29 17:12:46,R_6ZxrB5w8x5gPdy9,,,,,37.6538,-122.4257,anonymous,EN,1,YES,,Split donation equally among the three charities,,,,30,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Prefer not to say,,Prefer not to say,5f2e3b0e78e87e1a4a85501f,-,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,50,50,50,50,5f2e3b0e78e87e1a4a85501f,Against Malaria Foundation
2024-02-29 17:08:09,2024-02-29 17:12:45,IP Address,173.75.210.227,100,276,True,2024-02-29 17:12:46,R_168ZYlrGBhxYIeK,,,,,40.38,-75.2718,anonymous,EN,0.8999999761581421,YES,,,0,25,75,15,Slightly important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Male,,White or Caucasian,5f985161f2aa230f6d4eb858,-,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,,,,,5,2,,3,5f985161f2aa230f6d4eb858,Against Malaria Foundation
2024-02-29 17:08:59,2024-02-29 17:12:48,IP Address,70.170.57.237,100,229,True,2024-02-29 17:12:48,R_6uUNZ32WcDNdJ1i,,,,,36.0574,-115.3213,anonymous,EN,0.8999999761581421,YES,,Split donation equally among the three charities,,,,10,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Male,,White or Caucasian,5cc8039e3ef93000171c96b8,-,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,38,37,37,36,5cc8039e3ef93000171c96b8,Against Malaria Foundation
2024-02-29 17:09:53,2024-02-29 17:12:48,IP Address,76.35.113.71,100,175,True,2024-02-29 17:12:49,R_51CVXfEIMI4WNbz,,,,,40.2861,-84.1729,anonymous,EN,1,YES,,,34,33,33,10,Moderately important,$100 Prolific bonus,"No, when I made my decision I did not believe that my decision could have consequences involving real money",35-44 years old,Male,,White or Caucasian,614918a6dcc9c2fb0bde6331,-,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,66,100,100,100,614918a6dcc9c2fb0bde6331,Against Malaria Foundation
2024-02-29 17:09:21,2024-02-29 17:13:12,IP Address,174.225.114.60,100,230,True,2024-02-29 17:13:12,R_1PH77PpqajoMSEA,,,,,26.1374,-80.1684,anonymous,EN,0.4000000059604645,YES,Donate all to The Malaria Consortium,,,,,40,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",45-54 years old,Female,,White or Caucasian,655bb7a29f5ea0609bcbf251,-,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,86,73,,,655bb7a29f5ea0609bcbf251,Against Malaria Foundation
2024-02-29 17:09:20,2024-02-29 17:13:27,IP Address,174.218.16.226,100,246,True,2024-02-29 17:13:27,R_6kgH3XMXDIxMnrH,,,,,33.4656,-111.9956,anonymous,EN,1,YES,,Donate all to Against Malaria Foundation,,,,100,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Female,,White or Caucasian,607e62ea9925b64295c4506d,-,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,,95,,607e62ea9925b64295c4506d,Against Malaria Foundation
2024-02-29 17:07:45,2024-02-29 17:13:36,IP Address,98.235.63.109,100,350,True,2024-02-29 17:13:36,R_7GqlwGX3Sd5PUv7,,,,,40.2995,-76.5868,anonymous,EN,0.8999999761581421,YES,,Split donation equally among the three charities,,,,90,Very important,$100 Prolific bonus,"No, when I made my decision I did not believe that my decision could have consequences involving real money",65+ years old,Female,,White or Caucasian,65bf9dfcbb0e97c270282332,-,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,87,80,80,80,65bf9dfcbb0e97c270282332,Against Malaria Foundation
2024-02-29 17:04:01,2024-02-29 17:13:43,IP Address,23.117.99.156,100,582,True,2024-02-29 17:13:44,R_3c5WYS68nejIHs4,,,,,30.6483,-88.2297,anonymous,EN,0.8999999761581421,YES,,Split donation equally among the three charities,,,,45,Slightly important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Male,,White or Caucasian,63eb82da9758a485a67914a2,-,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,60,53,50,55,63eb82da9758a485a67914a2,Against Malaria Foundation
2024-02-29 17:11:00,2024-02-29 17:13:50,IP Address,73.244.143.90,100,169,True,2024-02-29 17:13:50,R_5G8Gzqwm5EQ3jOt,,,,,26.3165,-80.2748,anonymous,EN,1,YES,Donate all to Against Malaria Foundation,,,,,100,Extremely important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Female,,White or Caucasian,5ec81f94ce3f412db210602c,Very much so,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100,,99,,5ec81f94ce3f412db210602c,Against Malaria Foundation
2024-02-29 17:09:25,2024-02-29 17:13:59,IP Address,174.30.73.147,100,274,True,2024-02-29 17:13:59,R_51wtr3Hee6Samm5,,,,,38.8886,-94.1591,anonymous,EN,1,YES,,Split donation equally among the three charities,,,,50.00,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Male,,White or Caucasian,5c4723041fba0b0001fca7c3,-,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,81,84,84,82,5c4723041fba0b0001fca7c3,Against Malaria Foundation
2024-02-29 17:07:56,2024-02-29 17:14:01,IP Address,173.189.88.4,100,365,True,2024-02-29 17:14:02,R_6zXWfJwCv9vvMq7,,,,,41.6323,-80.1472,anonymous,EN,1,YES,,,33,33,34,0,Slightly important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Female,,White or Caucasian,60fcd2732f224ad841d9677d,-,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,50,50,50,50,60fcd2732f224ad841d9677d,Against Malaria Foundation
