StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q2,Q7,Q8,Q9,Q10,Q10_4_TEXT,Q11,Q12,Q14,Q15,Q16_1,Q16_5,Q18,Q19,Q20,Q22,Q23,Q24,Q25,Q27,Q28,Q29,Q30,Q31_1,Q66_1,Q66_2,Q33,Q34,PROLIFIC_PID
2024-04-04 16:25:24,2024-04-04 16:33:18,IP Address,24.177.166.29,100,473,True,2024-04-04 16:33:18,R_5y2a4Bs1L55Ibya,,,,,44.6707,-93.2588,anonymous,EN,1,YES,69,Moderately important,25-34 years old,Male,,"White or Caucasian,Asian",65ba5a127b4a6ee295933082,Donate all to Against Malaria Foundation,,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,,,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,100,100,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65ba5a127b4a6ee295933082
2024-04-04 16:30:43,2024-04-04 16:33:51,IP Address,99.63.5.3,100,187,True,2024-04-04 16:33:52,R_6zoN1HNGdmVGw2s,,,,,38.6664,-90.322,anonymous,EN,1,YES,100,Moderately important,25-34 years old,Female,,"Asian,Other",61140fbc763ecf6f2de71183,,Split donation equally among both the charities,,,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,100,100,100,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",61140fbc763ecf6f2de71183
2024-04-04 16:29:30,2024-04-04 16:33:56,IP Address,198.86.248.247,100,266,True,2024-04-04 16:33:57,R_1VCsqbUdnjACpWS,,,,,35.7109,-78.6594,anonymous,EN,0.8999999761581421,YES,30,Slightly important,18-24 years old,Male,,White or Caucasian,61194d67cf13024bcdf7c246,,Split donation equally among both the charities,,,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,80,90,90,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",61194d67cf13024bcdf7c246
2024-04-04 16:31:56,2024-04-04 16:34:09,IP Address,173.75.34.179,100,133,True,2024-04-04 16:34:09,R_5n8xbeRZR3lKLex,,,,,40.3965,-80.0442,anonymous,EN,1,YES,0,Very important,35-44 years old,Female,,Prefer not to say,627ea31c91b63d1ddc9ccf19,,,,,,,,,,,,,,,,,,,,,627ea31c91b63d1ddc9ccf19
2024-04-04 16:30:35,2024-04-04 16:34:26,IP Address,108.250.142.122,100,230,True,2024-04-04 16:34:26,R_61vV27pbIxabrX7,,,,,37.2103,-93.3046,anonymous,EN,1,YES,75,Moderately important,18-24 years old,Male,,White or Caucasian,65e0f71b63f2f1e714e08053,,,50,50,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,90,50,100,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65e0f71b63f2f1e714e08053
2024-04-04 16:30:56,2024-04-04 16:34:27,IP Address,104.56.177.35,100,210,True,2024-04-04 16:34:27,R_5CMVM8o2s7SBTT0,,,,,29.7173,-95.6296,anonymous,EN,0.8999999761581421,YES,0,Slightly important,45-54 years old,Male,,Black or African American,64d83a3be4c1a9255e4b5c94,,,,,,,,,,,,,,,,,,,,,64d83a3be4c1a9255e4b5c94
2024-04-04 16:32:24,2024-04-04 16:34:29,IP Address,76.16.244.80,100,124,True,2024-04-04 16:34:30,R_11HuR5NlFkXqGFi,,,,,41.7083,-87.9764,anonymous,EN,0.8999999761581421,YES,10,Extremely important,35-44 years old,Male,,White or Caucasian,56bd0347d4e218000ca87e53,,Split donation equally among both the charities,,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,88,100,100,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",56bd0347d4e218000ca87e53
2024-04-04 16:21:34,2024-04-04 16:34:36,IP Address,24.62.73.160,100,781,True,2024-04-04 16:34:36,R_5TYIwSLFM6pOWkm,,,,,41.3164,-72.1985,anonymous,EN,0.8999999761581421,YES,25,Very important,25-34 years old,Female,,White or Caucasian,5c6f00110b99a000018cc3c1,Donate all to United to Beat Malaria,,,,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,63,,73,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5c6f00110b99a000018cc3c1
2024-04-04 16:33:15,2024-04-04 16:34:38,IP Address,108.24.174.223,100,82,True,2024-04-04 16:34:38,R_3gEOWbw5RtTb3y1,,,,,39.9053,-75.0023,anonymous,EN,1,YES,0,Moderately important,25-34 years old,Female,,White or Caucasian,5ff208972f56711b6a7356da,,,,,,,,,,,,,,,,,,,,,5ff208972f56711b6a7356da
2024-04-04 16:31:53,2024-04-04 16:34:39,IP Address,76.150.162.171,100,165,True,2024-04-04 16:34:40,R_5zcFfXQlUa8XMEl,,,,,42.0629,-87.9813,anonymous,EN,1,YES,65,Moderately important,25-34 years old,Male,,White or Caucasian,631a9f635762d2b83a53202b,,Split donation equally among both the charities,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,80,80,60,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",631a9f635762d2b83a53202b
2024-04-04 16:32:11,2024-04-04 16:34:43,IP Address,76.210.32.158,100,151,True,2024-04-04 16:34:43,R_5kH4SAfaxTKFqm3,,,,,35.5825,-82.6115,anonymous,EN,0.8999999761581421,YES,85,Very important,55-64 years old,Male,,White or Caucasian,5d4313562b1b2700163e15e2,,Split donation equally among both the charities,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,100,60,74,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5d4313562b1b2700163e15e2
2024-04-04 16:32:30,2024-04-04 16:34:43,IP Address,104.175.192.34,100,133,True,2024-04-04 16:34:44,R_2TLb7MOhdC8b17b,,,,,34.0123,-118.3757,anonymous,EN,1,YES,20,Moderately important,25-34 years old,Male,,White or Caucasian,614e497939b9b53a6013f7b0,,Split donation equally among both the charities,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,65,90,90,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",614e497939b9b53a6013f7b0
2024-04-04 16:30:31,2024-04-04 16:34:52,IP Address,130.44.174.219,100,261,True,2024-04-04 16:34:53,R_2IgfMErTQvrsHNo,,,,,42.3996,-71.1246,anonymous,EN,1,YES,50,Very important,25-34 years old,Female,,Prefer not to say,65cfa3b235b2a4603c85e890,,Donate all to Against Malaria Foundation,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,85,75,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65cfa3b235b2a4603c85e890
2024-04-04 16:31:54,2024-04-04 16:35:06,IP Address,174.165.122.124,100,191,True,2024-04-04 16:35:06,R_3BXyHQDy1BEtVIt,,,,,47.7941,-122.3066,anonymous,EN,0.8999999761581421,YES,50,Very important,35-44 years old,Female,,White or Caucasian,5cb8b6a4227d880017d1c0ae,,,60,40,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,69,94,90,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5cb8b6a4227d880017d1c0ae
2024-04-04 16:31:44,2024-04-04 16:35:28,IP Address,35.151.38.150,100,224,True,2024-04-04 16:35:29,R_7o9Ro489JN3msgh,,,,,35.6409,-120.701,anonymous,EN,1,YES,50,Moderately important,25-34 years old,Female,,White or Caucasian,5f4958904191764a50b19320,Donate all to United to Beat Malaria,,,,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,,,,,100,,95,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5f4958904191764a50b19320
2024-04-04 16:34:12,2024-04-04 16:35:29,IP Address,70.244.246.254,100,76,True,2024-04-04 16:35:29,R_1YDzTGnTy8GFwYx,,,,,34.1847,-79.7704,anonymous,EN,1,YES,0,Extremely important,35-44 years old,Female,,White or Caucasian,5ec189f03d870d5ba617fcc4,,,,,,,,,,,,,,,,,,,,,5ec189f03d870d5ba617fcc4
2024-04-04 16:31:12,2024-04-04 16:35:33,IP Address,24.208.0.204,100,261,True,2024-04-04 16:35:34,R_7pysMsrkjhgYShi,,,,,44.0197,-88.5514,anonymous,EN,1,YES,20,Moderately important,35-44 years old,Female,,White or Caucasian,605359ecf7d81099c7543307,,,50,50,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,15,87,89,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",605359ecf7d81099c7543307
2024-04-04 16:33:44,2024-04-04 16:35:44,IP Address,98.121.74.131,100,119,True,2024-04-04 16:35:44,R_2V1HRsv2GOIp6BX,,,,,36.1053,-79.8762,anonymous,EN,1,YES,0,Very important,55-64 years old,Female,,White or Caucasian,65c2524c2503207e25533a48,,,,,,,,,,,,,,,,,,,,,65c2524c2503207e25533a48
2024-04-04 16:32:54,2024-04-04 16:35:54,IP Address,107.77.224.132,100,180,True,2024-04-04 16:35:55,R_2eaFzbGfywJWize,,,,,40.873,-73.8233,anonymous,EN,0.8999999761581421,YES,30,Very important,18-24 years old,Male,,White or Caucasian,65b50fa832c828a13f2aa884,,Donate all to Against Malaria Foundation,,,Somewhat agree,Somewhat agree,Somewhat agree,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,35,,,$100 Prolific bonus,"No, when I made my decision I did not believe that my decision could have consequences involving real money",65b50fa832c828a13f2aa884
2024-04-04 16:28:04,2024-04-04 16:35:55,IP Address,174.97.69.244,100,470,True,2024-04-04 16:35:56,R_2czlHCUef95dDc6,,,,,39.4347,-84.6208,anonymous,EN,0.8999999761581421,YES,65,Very important,18-24 years old,Female,,White or Caucasian,603ae163f21b736f470992bd,,,50,50,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,100,100,90,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",603ae163f21b736f470992bd
2024-04-04 16:35:22,2024-04-04 16:36:17,IP Address,76.159.201.92,100,54,True,2024-04-04 16:36:17,R_21bfdyhuG4RKJ2a,,,,,32.4063,-111.0633,anonymous,EN,0.8999999761581421,YES,0,Not at all important,25-34 years old,Male,,Prefer not to say,631cd2d174d35f3489e933c4,,,,,,,,,,,,,,,,,,,,,631cd2d174d35f3489e933c4
2024-04-04 16:34:03,2024-04-04 16:36:46,IP Address,71.153.14.227,100,163,True,2024-04-04 16:36:47,R_7DnX6PsKlS3Geji,,,,,34.7456,-92.3419,anonymous,EN,1,YES,100,Very important,35-44 years old,Male,,White or Caucasian,65021e117f3d1ce2950f611c,Donate all to Against Malaria Foundation,,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,70,70,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65021e117f3d1ce2950f611c
2024-04-04 16:33:38,2024-04-04 16:36:51,IP Address,208.71.200.78,100,192,True,2024-04-04 16:36:51,R_30PAAY7VgvPic5X,,,,,45.4407,-122.7792,anonymous,EN,0.8999999761581421,YES,20,Very important,25-34 years old,Male,,White or Caucasian,5bb9cca600312000015713d8,,,20,80,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,60,85,33,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5bb9cca600312000015713d8
2024-04-04 16:36:13,2024-04-04 16:37:08,IP Address,68.8.75.243,100,54,True,2024-04-04 16:37:08,R_2lOEfMBnCOut1rX,,,,,32.7616,-117.2058,anonymous,EN,0.8999999761581421,YES,0,Slightly important,35-44 years old,Male,,White or Caucasian,63dd6ec1452ed58051cfa62a,,,,,,,,,,,,,,,,,,,,,63dd6ec1452ed58051cfa62a
2024-04-04 16:34:59,2024-04-04 16:37:12,IP Address,70.119.129.216,100,133,True,2024-04-04 16:37:13,R_5BATBBopymifERz,,,,,32.8548,-97.0819,anonymous,EN,0.800000011920929,YES,0,Extremely important,35-44 years old,Male,,White or Caucasian,5eb17aefc2338227ce362731,,,,,,,,,,,,,,,,,,,,,5eb17aefc2338227ce362731
2024-04-04 16:34:45,2024-04-04 16:37:13,IP Address,162.154.73.22,100,148,True,2024-04-04 16:37:14,R_5t3bwrVjp8e8LJo,,,,,40.8122,-81.4208,anonymous,EN,1,YES,20,Moderately important,18-24 years old,Female,,White or Caucasian,5f483bd8636f062f76e06603,,Donate all to Against Malaria Foundation,,,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,,,,,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,57,60,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5f483bd8636f062f76e06603
2024-04-04 16:32:28,2024-04-04 16:37:24,IP Address,174.201.64.112,100,296,True,2024-04-04 16:37:25,R_26bB2aAg1eCzitl,,,,,40.5168,-79.0931,anonymous,EN,1,YES,10,Very important,45-54 years old,Female,,White or Caucasian,60f8b9a76a790915df2557ff,Donate all to Against Malaria Foundation,,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,50,80,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",60f8b9a76a790915df2557ff
2024-04-04 16:35:59,2024-04-04 16:37:43,IP Address,65.128.145.252,100,103,True,2024-04-04 16:37:43,R_3lbq6CQuSjuQ4UH,,,,,44.9548,-93.1551,anonymous,EN,1,YES,0,Very important,18-24 years old,Male,,White or Caucasian,604050f3a94c2b248af88ae5,,,,,,,,,,,,,,,,,,,,,604050f3a94c2b248af88ae5
2024-04-04 16:29:20,2024-04-04 16:37:49,IP Address,108.230.125.189,100,509,True,2024-04-04 16:37:50,R_1JrYc1FaAcMYnqV,,,,,31.8045,-105.9661,anonymous,EN,1,YES,50,Slightly important,25-34 years old,Female,,White or Caucasian,611189c22603acc9bfc10e2d,,Donate all to Against Malaria Foundation,,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,,,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,49,79,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",611189c22603acc9bfc10e2d
2024-04-04 16:33:54,2024-04-04 16:37:49,IP Address,47.154.183.91,100,235,True,2024-04-04 16:37:50,R_3qgbE9yaq75HyA0,,,,,33.7188,-118.0033,anonymous,EN,1,YES,75,Moderately important,18-24 years old,Female,,Asian,65cbcc4d2d238ef48ea0c3cb,,Split donation equally among both the charities,,,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,85,75,70,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65cbcc4d2d238ef48ea0c3cb
2024-04-04 16:36:50,2024-04-04 16:37:58,IP Address,38.42.121.96,100,67,True,2024-04-04 16:37:59,R_1posaFKB7MpsdAd,,,,,42.3513,-71.137,anonymous,EN,1,YES,0,Not at all important,25-34 years old,Male,,Asian,575f70fc8ddaf40006ce9641,,,,,,,,,,,,,,,,,,,,,575f70fc8ddaf40006ce9641
2024-04-04 16:36:38,2024-04-04 16:38:05,IP Address,96.253.111.249,100,86,True,2024-04-04 16:38:05,R_2nitxXXgNrh1sc4,,,,,37.431,-77.6554,anonymous,EN,1,YES,0,Slightly important,35-44 years old,Male,,White or Caucasian,5589a2ddfdf99b7ae47f60ed,,,,,,,,,,,,,,,,,,,,,5589a2ddfdf99b7ae47f60ed
2024-04-04 16:35:57,2024-04-04 16:38:06,IP Address,205.154.246.79,100,129,True,2024-04-04 16:38:07,R_3PcFOgnrJUbKwZX,,,,,33.763,-118.1774,anonymous,EN,1,YES,5,Extremely important,25-34 years old,Female,,Black or African American,655f9ee13ab2904c2db17f1a,Donate all to Against Malaria Foundation,,,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,,,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,66,53,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",655f9ee13ab2904c2db17f1a
2024-04-04 16:36:10,2024-04-04 16:38:09,IP Address,107.196.67.44,100,118,True,2024-04-04 16:38:10,R_3g5vzpubVYIvEkD,,,,,27.792,-80.4807,anonymous,EN,1,YES,0,Moderately important,18-24 years old,Male,,White or Caucasian,61007d9991ed13c356d26c5c,,,,,,,,,,,,,,,,,,,,,61007d9991ed13c356d26c5c
2024-04-04 16:34:16,2024-04-04 16:38:12,IP Address,73.148.238.39,100,235,True,2024-04-04 16:38:12,R_5R9iMUTZCJ1XNNq,,,,,31.2294,-81.349,anonymous,EN,0.4000000059604645,YES,75,Very important,35-44 years old,Female,,White or Caucasian,5f04bd7038cbb210b85195fd,,Split donation equally among both the charities,,,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,75,75,75,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5f04bd7038cbb210b85195fd
2024-04-04 16:36:48,2024-04-04 16:38:19,IP Address,173.59.49.103,100,91,True,2024-04-04 16:38:20,R_2qVEqZUGXHM54RC,,,,,40.1676,-75.2074,anonymous,EN,0.800000011920929,YES,75,Extremely important,25-34 years old,Male,,Asian,62fedd1d5abea42a4a58a82a,,,50,50,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,81,82,83,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",62fedd1d5abea42a4a58a82a
2024-04-04 16:34:36,2024-04-04 16:38:33,IP Address,24.128.247.157,100,237,True,2024-04-04 16:38:34,R_5SfCQKOShHxu4c1,,,,,42.1955,-83.4894,anonymous,EN,0.800000011920929,YES,10,Very important,25-34 years old,Non-binary / third gender,,White or Caucasian,631964005016285c29b9a103,,,50,50,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,60,60,60,$100 Prolific bonus,"No, when I made my decision I did not believe that my decision could have consequences involving real money",631964005016285c29b9a103
2024-04-04 16:32:35,2024-04-04 16:39:05,IP Address,98.56.161.14,100,389,True,2024-04-04 16:39:06,R_5LujkbNJHlaeD7d,,,,,38.6283,-121.3307,anonymous,EN,1,YES,1,Slightly important,25-34 years old,Female,,White or Caucasian,6156a0460b95fa57be8312c4,,,50,50,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,16,24,19,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",6156a0460b95fa57be8312c4
2024-04-04 16:37:23,2024-04-04 16:39:09,IP Address,174.60.182.72,100,106,True,2024-04-04 16:39:10,R_7gv7DAPXbpPQ828,,,,,40.3404,-76.7882,anonymous,EN,0.8999999761581421,YES,10,Very important,35-44 years old,Female,,"White or Caucasian,Black or African American",5a2846ceb4a5de00011af418,,,100,0,Somewhat agree,Somewhat disagree,Somewhat agree,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,32,14,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5a2846ceb4a5de00011af418
2024-04-04 16:34:27,2024-04-04 16:39:24,IP Address,68.195.16.241,100,297,True,2024-04-04 16:39:25,R_3usqCU83Mo14abq,,,,,40.6739,-73.9358,anonymous,EN,1,YES,100,Extremely important,55-64 years old,Male,,Black or African American,655a3e4993907c39dea5542a,,Split donation equally among both the charities,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,100,100,100,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",655a3e4993907c39dea5542a
2024-04-04 16:35:11,2024-04-04 16:39:42,IP Address,99.29.1.14,100,271,True,2024-04-04 16:39:42,R_3vSdZgPnq2G09cl,,,,,42.9178,-85.6995,anonymous,EN,1,YES,0,Slightly important,18-24 years old,Male,,Black or African American,5e9cbc3999531a099492509f,,,,,,,,,,,,,,,,,,,,,5e9cbc3999531a099492509f
2024-04-04 16:35:41,2024-04-04 16:39:44,IP Address,72.49.92.98,100,243,True,2024-04-04 16:39:45,R_7CYcOHESxm9NgvT,,,,,39.0968,-84.1488,anonymous,EN,1,YES,50,Very important,18-24 years old,Female,,White or Caucasian,65e393ef470bd219def573a4,Donate all to United to Beat Malaria,,,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,,,80,,80,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65e393ef470bd219def573a4
2024-04-04 16:28:34,2024-04-04 16:39:46,IP Address,72.128.7.86,100,672,True,2024-04-04 16:39:46,R_52lsgjc98N8kFno,,,,,38.9321,-94.4983,anonymous,EN,1,YES,20,Very important,25-34 years old,Female,,Black or African American,63ea6344bf5cfafd40b0dce2,,,50,50,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,52,42,42,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",63ea6344bf5cfafd40b0dce2
2024-04-04 16:32:02,2024-04-04 16:39:51,IP Address,174.205.33.207,100,468,True,2024-04-04 16:39:52,R_7hpOKxQGl1hIK89,,,,,36.2158,-115.066,anonymous,EN,1,YES,20,Slightly important,65+ years old,Male,,White or Caucasian,5e6c057dbc9dab1ba2c5bac4,Donate all to United to Beat Malaria,,,,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,92,,100,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5e6c057dbc9dab1ba2c5bac4
2024-04-04 16:35:28,2024-04-04 16:39:54,IP Address,108.65.171.58,100,265,True,2024-04-04 16:39:54,R_7TbNCm6KQk22zTj,,,,,38.5569,-121.3627,anonymous,EN,0.8999999761581421,YES,30,Slightly important,25-34 years old,Female,,White or Caucasian,63cee7f1f8ef24eb79c80270,,Donate all to Against Malaria Foundation,,,Somewhat disagree,Somewhat disagree,Somewhat disagree,,,,,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,20,30,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",63cee7f1f8ef24eb79c80270
2024-04-04 16:37:29,2024-04-04 16:39:57,IP Address,35.150.244.5,100,148,True,2024-04-04 16:39:58,R_6Wuva6szNvHpl5a,,,,,33.9332,-83.3536,anonymous,EN,1,YES,100,Extremely important,18-24 years old,Female,,White or Caucasian,660780619685e74630e19635,Donate all to Against Malaria Foundation,,,,Somewhat agree,Strongly disagree,Neither agree nor disagree,,,,,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,100,100,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",660780619685e74630e19635
2024-04-04 16:34:32,2024-04-04 16:40:00,IP Address,71.29.24.177,100,328,True,2024-04-04 16:40:00,R_2fY4AnvW1ajT6Rr,,,,,30.1784,-83.0309,anonymous,EN,0.8999999761581421,YES,50,Extremely important,35-44 years old,Female,,White or Caucasian,5a39c40228a4040001e2bc3d,Donate all to Against Malaria Foundation,,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,80,100,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5a39c40228a4040001e2bc3d
2024-04-04 16:37:55,2024-04-04 16:40:01,IP Address,35.148.130.131,100,126,True,2024-04-04 16:40:01,R_3EENOfsZHy5KoDe,,,,,34.5258,-82.7049,anonymous,EN,1,YES,0,Moderately important,35-44 years old,Female,,White or Caucasian,582080a4cc5f08000103c98d,,,,,,,,,,,,,,,,,,,,,582080a4cc5f08000103c98d
2024-04-04 16:37:08,2024-04-04 16:40:08,IP Address,72.184.20.171,100,179,True,2024-04-04 16:40:08,R_294gIspvH0ACkbT,,,,,28.0239,-82.7265,anonymous,EN,1,YES,50,Moderately important,18-24 years old,Male,,White or Caucasian,6501fa22f5070cd868ef3555,,,100,0,Somewhat agree,Somewhat disagree,Somewhat agree,,,,,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,75,75,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",6501fa22f5070cd868ef3555
2024-04-04 16:38:02,2024-04-04 16:40:14,IP Address,75.7.116.83,100,131,True,2024-04-04 16:40:14,R_2dzzsFfmjv4ouGe,,,,,38.7048,-90.4617,anonymous,EN,0.8999999761581421,YES,10,Moderately important,35-44 years old,Female,,White or Caucasian,59c3eeac05da9d0001402bcd,Donate all to United to Beat Malaria,,,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,41,,39,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",59c3eeac05da9d0001402bcd
